scenario_id,opening_query_group,opening_query,initial_category,initial_subcategory,final_category,final_subcategory,hidden_fact,fact_as_answer,relevant_question_topic,counterfactual_category,counterfactual_subcategory,counterfactual_hidden_fact,counterfactual_fact_as_answer,swap_pair,direction,source_stratum,source_workbook_rows,source_legacy_scenario_id,multi_label_grounded,paper_failure_mode,domestic_violence_hidden_fact,candidate_status
x0433,f15_AtoB_13,I had a problem with my pay and raised it with my manager. Can a lawyer help me?,Labor & Employment,Wage and Hour Claims,Labor & Employment,Wrongful Discharge,"The unpaid wages matter is resolved, but I need help with the retaliatory firing.","The unpaid wages matter is resolved, but I need help with the retaliatory firing.",whether employment continues and whether the caller was fired for complaining,Labor & Employment,Wage and Hour Claims,The employer misclassified me and has not paid required overtime.,The employer misclassified me and has not paid required overtime.,wages_vs_wrongful_discharge,AtoB,expanded_workbook_grounded,12;32;344,,true,,false,synthetic_candidate_needs_human_validation
x0777,f27_AtoB_05,My small business is closing with debts and I need advice about winding it down. What are my options?,Bankruptcy,Business,Business & Corporate,Sale of Business,No bankruptcy is planned; I need help selling and dissolving the business properly.,No bankruptcy is planned; I need help selling and dissolving the business properly.,whether the company is insolvent or the issue is ownership transfer and dissolution,Bankruptcy,Business,"We need counsel for a business bankruptcy, not merely ownership-transfer documents.","We need counsel for a business bankruptcy, not merely ownership-transfer documents.",business_bankruptcy_vs_dissolution,AtoB,expanded_workbook_grounded,33;109,,true,bankruptcy_collections_role_confusion,false,synthetic_candidate_needs_human_validation
x0431,f15_AtoB_11,I need legal advice about something that happened after I complained at work. I do not know what to do next.,Labor & Employment,Wage and Hour Claims,Labor & Employment,Wrongful Discharge,I was terminated in retaliation for reporting illegal pay practices.,I was terminated in retaliation for reporting illegal pay practices.,whether employment continues and whether the caller was fired for complaining,Labor & Employment,Wage and Hour Claims,I am only trying to recover wages the employer failed to pay.,I am only trying to recover wages the employer failed to pay.,wages_vs_wrongful_discharge,AtoB,expanded_workbook_grounded,12;32;344,,true,,false,synthetic_candidate_needs_human_validation
legacy_185,legacy_p03_AtoB_05,"The people in the apartment aren’t paying utilities, and I’m getting bills with overdue charges.",Real Property,Tenant (Residential),Real Property,Landlord Residential,I’m the owner of the property and I rent the place to them.,I own the property and rent it out to them.,does the caller own or rent the property,Real Property,Tenant (Residential),The clarifying answer confirms the original Real Property issue and does not add the fact that would support Real Property.,"No. My issue is the original Real Property matter, not the alternative described.",tenant_vs_landlord,AtoB,legacy_200_snapshot,,p03_AtoB_05,false,,false,legacy_candidate_needs_revalidation
x0157,f06_AtoB_07,I reported unfair treatment at my job and now there is a legal process. What are my options?,Labor & Employment,Discrimination,Administrative Law,General (State),A state agency denied my complaint and scheduled an administrative appeal hearing.,A state agency denied my complaint and scheduled an administrative appeal hearing.,whether a state agency has issued a decision or scheduled an administrative hearing,Labor & Employment,Discrimination,No agency hearing is pending; I need to bring a discrimination claim against my employer.,No agency hearing is pending; I need to bring a discrimination claim against my employer.,employment_vs_state_hearing,AtoB,expanded_workbook_grounded,83,,true,employment_admin_ignores_hearing_signals,false,synthetic_candidate_needs_human_validation
x0162,f06_AtoB_12,I need an attorney for a workplace discrimination matter. I do not know what to do next.,Labor & Employment,Discrimination,Administrative Law,General (State),My immediate deadline is an appeal of the state agency's decision on my complaint.,My immediate deadline is an appeal of the state agency's decision on my complaint.,whether a state agency has issued a decision or scheduled an administrative hearing,Labor & Employment,Discrimination,My issue is directly with the employer and I have not appealed any state decision.,My issue is directly with the employer and I have not appealed any state decision.,employment_vs_state_hearing,AtoB,expanded_workbook_grounded,83,,true,employment_admin_ignores_hearing_signals,false,synthetic_candidate_needs_human_validation
legacy_015,legacy_p09_BtoA_05,"I got a judgment against someone, and they still haven't paid. Is there a way to force payment?",Debtor/Creditor,Judgement Collection,Bankruptcy,Personal,I'm about to lose my house because I stopped making payments and am filing for bankruptcy.,I'm about to lose my house and filing for bankruptcy because I can't pay my mortgage.,client facing foreclosure and bankruptcy,Debtor/Creditor,Judgement Collection,The clarifying answer confirms the original Debtor/Creditor issue and does not add the fact that would support Bankruptcy.,"No. My issue is the original Debtor/Creditor matter, not the alternative described.",bankruptcy_vs_collections,BtoA,legacy_200_snapshot,,p09_BtoA_05,false,bankruptcy_vs_collections,false,legacy_candidate_needs_revalidation
x0300,f10_BtoA_15,I am having trouble getting payment and the situation is hurting me financially. Can a lawyer help me?,Debtor/Creditor,General (Creditor),Bankruptcy,Personal,I am the person who owes several creditors and want to file bankruptcy.,I am the person who owes several creditors and want to file bankruptcy.,whether the caller owes the debt or is trying to collect it,Debtor/Creditor,General (Creditor),I am the person owed money and want to collect from the debtor.,I am the person owed money and want to collect from the debtor.,bankruptcy_vs_creditor,BtoA,expanded_workbook_grounded,108;110;120,,true,bankruptcy_collections_role_confusion,false,synthetic_candidate_needs_human_validation
legacy_026,legacy_p08_AtoB_06,I was pushed and yelled at outside my apartment. I want help.,Criminal Law,Misdemeanor,Family Law,Restraining Orders,"My sister is the one who assaulted me, and I want a restraining order.","My sister did it, and I want a restraining order against her.",family relationship to the person involved,Criminal Law,Misdemeanor,The clarifying answer confirms the original Criminal Law issue and does not add the fact that would support Family Law.,"No. My issue is the original Criminal Law matter, not the alternative described.",criminal_vs_restraining,AtoB,legacy_200_snapshot,,p08_AtoB_06,false,criminal_vs_restraining,false,legacy_candidate_needs_revalidation
x0256,f09_BtoA_01,I was injured at work because of equipment or a person from outside my company.,Workers' Comp,Third Party litigation,Workers' Comp,State,The accident involved only my employer and normal workplace conditions.,The accident involved only my employer and normal workplace conditions.,whether someone other than the employer caused the work injury,Workers' Comp,Third Party litigation,Defective equipment made by an outside manufacturer caused my injury.,Defective equipment made by an outside manufacturer caused my injury.,workers_comp_vs_third_party,BtoA,expanded_workbook_grounded,28;349;420,,true,injury_location_does_not_flip_off_clock,false,synthetic_candidate_needs_human_validation
x0641,f22_AtoB_11,A decision connected to my occupation has cost me work. I do not know what to do next.,Administrative Law,Professional Licensing,Labor & Employment,Discrimination,"My license remains valid, but my employer fired me because of a protected characteristic.","My license remains valid, but my employer fired me because of a protected characteristic.",whether the decision-maker is a licensing board or an employer,Administrative Law,Professional Licensing,The state licensing board revoked my occupational license and I must appeal its order.,The state licensing board revoked my occupational license and I must appeal its order.,license_vs_employment_discrimination,AtoB,expanded_workbook_grounded,2;83;424,,true,employment_admin_ignores_hearing_signals,false,synthetic_candidate_needs_human_validation
